slot_id,section_id,slot_type,train_category,start_time,end_time,confidence
SLOT-011095,BPL-ET,passenger_timetable,Vande Bharat,2026-09-25 19:45:00,2026-09-25 20:01:00,0.98
SLOT-011096,BPL-ET,passenger_timetable,Superfast,2026-09-25 20:36:00,2026-09-25 20:51:00,0.98
SLOT-011097,BPL-ET,passenger_timetable,Vande Bharat,2026-09-25 21:10:00,2026-09-25 21:28:00,0.98
SLOT-011098,BPL-ET,passenger_timetable,Superfast,2026-09-25 21:53:00,2026-09-25 22:11:00,0.98
SLOT-011099,BPL-ET,passenger_timetable,Special Express,2026-09-25 22:00:00,2026-09-25 22:21:00,0.95
SLOT-011100,BPL-ET,passenger_timetable,Special Express,2026-09-25 23:35:00,2026-09-25 23:50:00,0.95
SLOT-011101,BPL-ET,passenger_timetable,Mail/Express,2026-09-26 01:00:00,2026-09-26 01:21:00,0.95
SLOT-011102,BPL-ET,passenger_timetable,Mail/Express,2026-09-26 02:27:00,2026-09-26 02:43:00,0.95
SLOT-011103,BPL-ET,passenger_timetable,Mail/Express,2026-09-26 03:55:00,2026-09-26 04:11:00,0.95
SLOT-011104,BPL-ET,passenger_timetable,Mail/Express,2026-09-26 05:17:00,2026-09-26 05:36:00,0.95
SLOT-011105,BPL-ET,goods_forecast,Container Freight,2026-09-25 22:00:00,2026-09-25 22:27:00,0.79
SLOT-011106,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-25 23:16:00,2026-09-25 23:41:00,0.7
SLOT-011107,BPL-ET,goods_forecast,Container Freight,2026-09-26 00:39:00,2026-09-26 01:19:00,0.74
SLOT-011108,BPL-ET,goods_forecast,Container Freight,2026-09-26 01:50:00,2026-09-26 02:21:00,0.82
SLOT-011109,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-26 03:03:00,2026-09-26 03:32:00,0.71
SLOT-011110,BPL-ET,goods_forecast,BoxN Freight,2026-09-26 04:13:00,2026-09-26 04:47:00,0.72
SLOT-011111,BPL-ET,goods_forecast,Auto Rake,2026-09-26 05:37:00,2026-09-26 06:15:00,0.8
SLOT-011112,BPL-ET,goods_forecast,Goods Freight,2026-09-25 06:00:00,2026-09-25 06:36:00,0.73
SLOT-011113,BPL-ET,goods_forecast,Parcel Cargo,2026-09-25 08:16:00,2026-09-25 08:51:00,0.67
SLOT-011114,BPL-ET,goods_forecast,Parcel Cargo,2026-09-25 10:19:00,2026-09-25 10:47:00,0.75
SLOT-011115,BPL-ET,goods_forecast,Goods Freight,2026-09-25 12:46:00,2026-09-25 13:19:00,0.71
SLOT-011116,BPL-ET,goods_forecast,Parcel Cargo,2026-09-25 15:07:00,2026-09-25 15:40:00,0.7
SLOT-011117,BPL-ET,goods_forecast,Goods Freight,2026-09-25 17:01:00,2026-09-25 17:36:00,0.71
SLOT-011118,BPL-ET,goods_forecast,Goods Freight,2026-09-25 19:39:00,2026-09-25 20:15:00,0.73
SLOT-011119,BPL-ET,goods_forecast,Goods Freight,2026-09-25 21:42:00,2026-09-25 22:16:00,0.68
SLOT-011120,BPL-ET,passenger_timetable,Superfast,2026-09-26 06:00:00,2026-09-26 06:17:00,0.98
SLOT-011121,BPL-ET,passenger_timetable,Passenger,2026-09-26 06:40:00,2026-09-26 07:03:00,0.98
SLOT-011122,BPL-ET,passenger_timetable,Passenger,2026-09-26 07:31:00,2026-09-26 07:49:00,0.98
SLOT-011123,BPL-ET,passenger_timetable,Superfast,2026-09-26 08:23:00,2026-09-26 08:38:00,0.98
SLOT-011124,BPL-ET,passenger_timetable,Superfast,2026-09-26 09:10:00,2026-09-26 09:30:00,0.98
SLOT-011125,BPL-ET,passenger_timetable,Express,2026-09-26 10:06:00,2026-09-26 10:29:00,0.98
SLOT-011126,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 11:01:00,2026-09-26 11:16:00,0.98
SLOT-011127,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 11:43:00,2026-09-26 11:58:00,0.98
SLOT-011128,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 12:25:00,2026-09-26 12:41:00,0.98
SLOT-011129,BPL-ET,passenger_timetable,Passenger,2026-09-26 13:13:00,2026-09-26 13:33:00,0.98
SLOT-011130,BPL-ET,passenger_timetable,Passenger,2026-09-26 13:56:00,2026-09-26 14:13:00,0.98
SLOT-011131,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 14:39:00,2026-09-26 14:58:00,0.98
SLOT-011132,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 15:20:00,2026-09-26 15:42:00,0.98
SLOT-011133,BPL-ET,passenger_timetable,Passenger,2026-09-26 16:13:00,2026-09-26 16:32:00,0.98
SLOT-011134,BPL-ET,passenger_timetable,Passenger,2026-09-26 16:57:00,2026-09-26 17:18:00,0.98
SLOT-011135,BPL-ET,passenger_timetable,Express,2026-09-26 17:52:00,2026-09-26 18:10:00,0.98
SLOT-011136,BPL-ET,passenger_timetable,Passenger,2026-09-26 18:44:00,2026-09-26 19:05:00,0.98
SLOT-011137,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 19:31:00,2026-09-26 19:46:00,0.98
SLOT-011138,BPL-ET,passenger_timetable,Superfast,2026-09-26 20:05:00,2026-09-26 20:26:00,0.98
SLOT-011139,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 20:44:00,2026-09-26 21:03:00,0.98
SLOT-011140,BPL-ET,passenger_timetable,Vande Bharat,2026-09-26 21:32:00,2026-09-26 21:57:00,0.98
SLOT-011141,BPL-ET,passenger_timetable,Mail/Express,2026-09-26 22:00:00,2026-09-26 22:20:00,0.95
SLOT-011142,BPL-ET,passenger_timetable,Mail/Express,2026-09-26 23:35:00,2026-09-26 23:57:00,0.95
SLOT-011143,BPL-ET,passenger_timetable,Special Express,2026-09-27 01:19:00,2026-09-27 01:39:00,0.95
SLOT-011144,BPL-ET,passenger_timetable,Mail/Express,2026-09-27 03:05:00,2026-09-27 03:20:00,0.95
SLOT-011145,BPL-ET,passenger_timetable,Mail/Express,2026-09-27 04:36:00,2026-09-27 04:52:00,0.95
SLOT-011146,BPL-ET,passenger_timetable,Special Express,2026-09-27 05:53:00,2026-09-27 06:08:00,0.95
SLOT-011147,BPL-ET,goods_forecast,BoxN Freight,2026-09-26 22:00:00,2026-09-26 22:36:00,0.82
SLOT-011148,BPL-ET,goods_forecast,Auto Rake,2026-09-26 23:12:00,2026-09-26 23:43:00,0.71
SLOT-011149,BPL-ET,goods_forecast,Container Freight,2026-09-27 00:24:00,2026-09-27 01:02:00,0.79
SLOT-011150,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-27 01:55:00,2026-09-27 02:27:00,0.83
SLOT-011151,BPL-ET,goods_forecast,Auto Rake,2026-09-27 03:16:00,2026-09-27 03:49:00,0.7
SLOT-011152,BPL-ET,goods_forecast,Auto Rake,2026-09-27 04:41:00,2026-09-27 05:10:00,0.84
SLOT-011153,BPL-ET,goods_forecast,Auto Rake,2026-09-27 05:58:00,2026-09-27 06:26:00,0.74
SLOT-011154,BPL-ET,goods_forecast,Goods Freight,2026-09-26 06:00:00,2026-09-26 06:37:00,0.68
SLOT-011155,BPL-ET,goods_forecast,Goods Freight,2026-09-26 08:03:00,2026-09-26 08:29:00,0.76
SLOT-011156,BPL-ET,goods_forecast,Parcel Cargo,2026-09-26 10:24:00,2026-09-26 10:56:00,0.79
SLOT-011157,BPL-ET,goods_forecast,Parcel Cargo,2026-09-26 12:43:00,2026-09-26 13:22:00,0.67
SLOT-011158,BPL-ET,goods_forecast,Goods Freight,2026-09-26 14:51:00,2026-09-26 15:29:00,0.77
SLOT-011159,BPL-ET,goods_forecast,Parcel Cargo,2026-09-26 17:09:00,2026-09-26 17:42:00,0.76
SLOT-011160,BPL-ET,goods_forecast,Parcel Cargo,2026-09-26 19:52:00,2026-09-26 20:26:00,0.76
SLOT-011161,BPL-ET,passenger_timetable,Express,2026-09-27 06:00:00,2026-09-27 06:22:00,0.98
SLOT-011162,BPL-ET,passenger_timetable,Superfast,2026-09-27 06:50:00,2026-09-27 07:12:00,0.98
SLOT-011163,BPL-ET,passenger_timetable,Passenger,2026-09-27 07:34:00,2026-09-27 07:56:00,0.98
SLOT-011164,BPL-ET,passenger_timetable,Express,2026-09-27 08:16:00,2026-09-27 08:38:00,0.98
SLOT-011165,BPL-ET,passenger_timetable,Superfast,2026-09-27 08:59:00,2026-09-27 09:17:00,0.98
SLOT-011166,BPL-ET,passenger_timetable,Passenger,2026-09-27 09:49:00,2026-09-27 10:14:00,0.98
SLOT-011167,BPL-ET,passenger_timetable,Superfast,2026-09-27 10:35:00,2026-09-27 10:52:00,0.98
SLOT-011168,BPL-ET,passenger_timetable,Vande Bharat,2026-09-27 11:10:00,2026-09-27 11:28:00,0.98
SLOT-011169,BPL-ET,passenger_timetable,Vande Bharat,2026-09-27 12:03:00,2026-09-27 12:25:00,0.98
SLOT-011170,BPL-ET,passenger_timetable,Vande Bharat,2026-09-27 12:46:00,2026-09-27 13:08:00,0.98
SLOT-011171,BPL-ET,passenger_timetable,Passenger,2026-09-27 13:28:00,2026-09-27 13:43:00,0.98
SLOT-011172,BPL-ET,passenger_timetable,Vande Bharat,2026-09-27 14:08:00,2026-09-27 14:27:00,0.98
SLOT-011173,BPL-ET,passenger_timetable,Passenger,2026-09-27 14:46:00,2026-09-27 15:11:00,0.98
SLOT-011174,BPL-ET,passenger_timetable,Superfast,2026-09-27 15:38:00,2026-09-27 15:54:00,0.98
SLOT-011175,BPL-ET,passenger_timetable,Superfast,2026-09-27 16:14:00,2026-09-27 16:35:00,0.98
SLOT-011176,BPL-ET,passenger_timetable,Express,2026-09-27 17:08:00,2026-09-27 17:24:00,0.98
SLOT-011177,BPL-ET,passenger_timetable,Express,2026-09-27 17:56:00,2026-09-27 18:16:00,0.98
SLOT-011178,BPL-ET,passenger_timetable,Superfast,2026-09-27 18:34:00,2026-09-27 18:51:00,0.98
SLOT-011179,BPL-ET,passenger_timetable,Passenger,2026-09-27 19:12:00,2026-09-27 19:34:00,0.98
SLOT-011180,BPL-ET,passenger_timetable,Passenger,2026-09-27 19:53:00,2026-09-27 20:13:00,0.98
SLOT-011181,BPL-ET,passenger_timetable,Superfast,2026-09-27 20:49:00,2026-09-27 21:12:00,0.98
SLOT-011182,BPL-ET,passenger_timetable,Vande Bharat,2026-09-27 21:34:00,2026-09-27 21:55:00,0.98
SLOT-011183,BPL-ET,passenger_timetable,Mail/Express,2026-09-27 22:00:00,2026-09-27 22:19:00,0.95
SLOT-011184,BPL-ET,passenger_timetable,Mail/Express,2026-09-27 23:40:00,2026-09-28 00:04:00,0.95
SLOT-011185,BPL-ET,passenger_timetable,Mail/Express,2026-09-28 01:10:00,2026-09-28 01:29:00,0.95
SLOT-011186,BPL-ET,passenger_timetable,Special Express,2026-09-28 02:41:00,2026-09-28 03:06:00,0.95
SLOT-011187,BPL-ET,passenger_timetable,Special Express,2026-09-28 04:13:00,2026-09-28 04:30:00,0.95
SLOT-011188,BPL-ET,passenger_timetable,Special Express,2026-09-28 05:35:00,2026-09-28 05:53:00,0.95
SLOT-011189,BPL-ET,goods_forecast,Container Freight,2026-09-27 22:00:00,2026-09-27 22:30:00,0.82
SLOT-011190,BPL-ET,goods_forecast,Container Freight,2026-09-27 23:23:00,2026-09-27 23:51:00,0.7
SLOT-011191,BPL-ET,goods_forecast,Auto Rake,2026-09-28 00:32:00,2026-09-28 00:57:00,0.77
SLOT-011192,BPL-ET,goods_forecast,BoxN Freight,2026-09-28 01:39:00,2026-09-28 02:06:00,0.73
SLOT-011193,BPL-ET,goods_forecast,Auto Rake,2026-09-28 02:42:00,2026-09-28 03:15:00,0.84
SLOT-011194,BPL-ET,goods_forecast,BoxN Freight,2026-09-28 04:04:00,2026-09-28 04:41:00,0.73
SLOT-011195,BPL-ET,goods_forecast,BoxN Freight,2026-09-28 05:29:00,2026-09-28 05:56:00,0.84
SLOT-011196,BPL-ET,goods_forecast,Goods Freight,2026-09-27 06:00:00,2026-09-27 06:32:00,0.8
SLOT-011197,BPL-ET,goods_forecast,Goods Freight,2026-09-27 08:39:00,2026-09-27 09:09:00,0.73
SLOT-011198,BPL-ET,goods_forecast,Parcel Cargo,2026-09-27 11:02:00,2026-09-27 11:29:00,0.68
SLOT-011199,BPL-ET,goods_forecast,Parcel Cargo,2026-09-27 13:03:00,2026-09-27 13:29:00,0.74
SLOT-011200,BPL-ET,goods_forecast,Parcel Cargo,2026-09-27 15:23:00,2026-09-27 16:02:00,0.78
SLOT-011201,BPL-ET,goods_forecast,Goods Freight,2026-09-27 17:41:00,2026-09-27 18:09:00,0.74
SLOT-011202,BPL-ET,goods_forecast,Goods Freight,2026-09-27 19:48:00,2026-09-27 20:21:00,0.76
SLOT-011203,BPL-ET,goods_forecast,Goods Freight,2026-09-27 21:55:00,2026-09-27 22:30:00,0.78
SLOT-011204,BPL-ET,passenger_timetable,Vande Bharat,2026-09-28 06:00:00,2026-09-28 06:25:00,0.98
SLOT-011205,BPL-ET,passenger_timetable,Express,2026-09-28 06:47:00,2026-09-28 07:11:00,0.98
SLOT-011206,BPL-ET,passenger_timetable,Vande Bharat,2026-09-28 07:39:00,2026-09-28 07:56:00,0.98
SLOT-011207,BPL-ET,passenger_timetable,Express,2026-09-28 08:28:00,2026-09-28 08:43:00,0.98
SLOT-011208,BPL-ET,passenger_timetable,Vande Bharat,2026-09-28 09:16:00,2026-09-28 09:31:00,0.98
SLOT-011209,BPL-ET,passenger_timetable,Express,2026-09-28 10:06:00,2026-09-28 10:23:00,0.98
SLOT-011210,BPL-ET,passenger_timetable,Vande Bharat,2026-09-28 10:44:00,2026-09-28 11:09:00,0.98
SLOT-011211,BPL-ET,passenger_timetable,Express,2026-09-28 11:42:00,2026-09-28 11:59:00,0.98
SLOT-011212,BPL-ET,passenger_timetable,Passenger,2026-09-28 12:19:00,2026-09-28 12:43:00,0.98
SLOT-011213,BPL-ET,passenger_timetable,Superfast,2026-09-28 13:15:00,2026-09-28 13:32:00,0.98
SLOT-011214,BPL-ET,passenger_timetable,Passenger,2026-09-28 14:00:00,2026-09-28 14:25:00,0.98
SLOT-011215,BPL-ET,passenger_timetable,Express,2026-09-28 15:00:00,2026-09-28 15:21:00,0.98
SLOT-011216,BPL-ET,passenger_timetable,Superfast,2026-09-28 15:55:00,2026-09-28 16:13:00,0.98
SLOT-011217,BPL-ET,passenger_timetable,Vande Bharat,2026-09-28 16:34:00,2026-09-28 16:54:00,0.98
SLOT-011218,BPL-ET,passenger_timetable,Vande Bharat,2026-09-28 17:14:00,2026-09-28 17:30:00,0.98
SLOT-011219,BPL-ET,passenger_timetable,Express,2026-09-28 17:58:00,2026-09-28 18:20:00,0.98
SLOT-011220,BPL-ET,passenger_timetable,Superfast,2026-09-28 18:48:00,2026-09-28 19:05:00,0.98
SLOT-011221,BPL-ET,passenger_timetable,Express,2026-09-28 19:28:00,2026-09-28 19:51:00,0.98
SLOT-011222,BPL-ET,passenger_timetable,Passenger,2026-09-28 20:09:00,2026-09-28 20:24:00,0.98
SLOT-011223,BPL-ET,passenger_timetable,Passenger,2026-09-28 20:53:00,2026-09-28 21:15:00,0.98
SLOT-011224,BPL-ET,passenger_timetable,Passenger,2026-09-28 21:35:00,2026-09-28 21:52:00,0.98
SLOT-011225,BPL-ET,passenger_timetable,Mail/Express,2026-09-28 22:00:00,2026-09-28 22:18:00,0.95
SLOT-011226,BPL-ET,passenger_timetable,Special Express,2026-09-28 23:18:00,2026-09-28 23:40:00,0.95
SLOT-011227,BPL-ET,passenger_timetable,Special Express,2026-09-29 00:37:00,2026-09-29 01:02:00,0.95
SLOT-011228,BPL-ET,passenger_timetable,Special Express,2026-09-29 02:24:00,2026-09-29 02:46:00,0.95
SLOT-011229,BPL-ET,passenger_timetable,Special Express,2026-09-29 04:10:00,2026-09-29 04:35:00,0.95
SLOT-011230,BPL-ET,passenger_timetable,Special Express,2026-09-29 05:48:00,2026-09-29 06:12:00,0.95
SLOT-011231,BPL-ET,goods_forecast,BoxN Freight,2026-09-28 22:00:00,2026-09-28 22:28:00,0.75
SLOT-011232,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-28 23:16:00,2026-09-28 23:55:00,0.84
SLOT-011233,BPL-ET,goods_forecast,BoxN Freight,2026-09-29 00:35:00,2026-09-29 01:13:00,0.8
SLOT-011234,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-29 01:55:00,2026-09-29 02:34:00,0.78
SLOT-011235,BPL-ET,goods_forecast,Container Freight,2026-09-29 03:09:00,2026-09-29 03:44:00,0.78
SLOT-011236,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-29 04:43:00,2026-09-29 05:17:00,0.71
SLOT-011237,BPL-ET,goods_forecast,BoxN Freight,2026-09-29 05:51:00,2026-09-29 06:23:00,0.81
SLOT-011238,BPL-ET,goods_forecast,Parcel Cargo,2026-09-28 06:00:00,2026-09-28 06:26:00,0.79
SLOT-011239,BPL-ET,goods_forecast,Parcel Cargo,2026-09-28 08:15:00,2026-09-28 08:43:00,0.78
SLOT-011240,BPL-ET,goods_forecast,Parcel Cargo,2026-09-28 10:12:00,2026-09-28 10:43:00,0.74
SLOT-011241,BPL-ET,goods_forecast,Goods Freight,2026-09-28 12:25:00,2026-09-28 12:59:00,0.71
SLOT-011242,BPL-ET,goods_forecast,Parcel Cargo,2026-09-28 14:34:00,2026-09-28 15:13:00,0.8
SLOT-011243,BPL-ET,goods_forecast,Parcel Cargo,2026-09-28 17:09:00,2026-09-28 17:47:00,0.73
SLOT-011244,BPL-ET,goods_forecast,Goods Freight,2026-09-28 19:50:00,2026-09-28 20:23:00,0.79
SLOT-011245,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 06:00:00,2026-09-29 06:15:00,0.98
SLOT-011246,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 06:35:00,2026-09-29 06:56:00,0.98
SLOT-011247,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 07:32:00,2026-09-29 07:49:00,0.98
SLOT-011248,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 08:25:00,2026-09-29 08:41:00,0.98
SLOT-011249,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 09:07:00,2026-09-29 09:25:00,0.98
SLOT-011250,BPL-ET,passenger_timetable,Passenger,2026-09-29 10:00:00,2026-09-29 10:24:00,0.98
SLOT-011251,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 10:57:00,2026-09-29 11:19:00,0.98
SLOT-011252,BPL-ET,passenger_timetable,Superfast,2026-09-29 11:42:00,2026-09-29 11:58:00,0.98
SLOT-011253,BPL-ET,passenger_timetable,Superfast,2026-09-29 12:17:00,2026-09-29 12:41:00,0.98
SLOT-011254,BPL-ET,passenger_timetable,Passenger,2026-09-29 13:06:00,2026-09-29 13:27:00,0.98
SLOT-011255,BPL-ET,passenger_timetable,Superfast,2026-09-29 13:47:00,2026-09-29 14:12:00,0.98
SLOT-011256,BPL-ET,passenger_timetable,Vande Bharat,2026-09-29 14:40:00,2026-09-29 14:58:00,0.98
SLOT-011257,BPL-ET,passenger_timetable,Passenger,2026-09-29 15:23:00,2026-09-29 15:38:00,0.98
SLOT-011258,BPL-ET,passenger_timetable,Passenger,2026-09-29 16:11:00,2026-09-29 16:26:00,0.98
SLOT-011259,BPL-ET,passenger_timetable,Superfast,2026-09-29 16:56:00,2026-09-29 17:18:00,0.98
SLOT-011260,BPL-ET,passenger_timetable,Express,2026-09-29 17:37:00,2026-09-29 17:57:00,0.98
SLOT-011261,BPL-ET,passenger_timetable,Passenger,2026-09-29 18:26:00,2026-09-29 18:48:00,0.98
SLOT-011262,BPL-ET,passenger_timetable,Superfast,2026-09-29 19:20:00,2026-09-29 19:44:00,0.98
SLOT-011263,BPL-ET,passenger_timetable,Superfast,2026-09-29 20:13:00,2026-09-29 20:37:00,0.98
SLOT-011264,BPL-ET,passenger_timetable,Superfast,2026-09-29 21:06:00,2026-09-29 21:24:00,0.98
SLOT-011265,BPL-ET,passenger_timetable,Passenger,2026-09-29 21:43:00,2026-09-29 22:01:00,0.98
SLOT-011266,BPL-ET,passenger_timetable,Mail/Express,2026-09-29 22:00:00,2026-09-29 22:16:00,0.95
SLOT-011267,BPL-ET,passenger_timetable,Special Express,2026-09-29 23:38:00,2026-09-29 23:59:00,0.95
SLOT-011268,BPL-ET,passenger_timetable,Mail/Express,2026-09-30 01:14:00,2026-09-30 01:30:00,0.95
SLOT-011269,BPL-ET,passenger_timetable,Mail/Express,2026-09-30 02:34:00,2026-09-30 02:49:00,0.95
SLOT-011270,BPL-ET,passenger_timetable,Special Express,2026-09-30 03:57:00,2026-09-30 04:17:00,0.95
SLOT-011271,BPL-ET,passenger_timetable,Special Express,2026-09-30 05:43:00,2026-09-30 06:07:00,0.95
SLOT-011272,BPL-ET,goods_forecast,BoxN Freight,2026-09-29 22:00:00,2026-09-29 22:28:00,0.74
SLOT-011273,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-29 23:22:00,2026-09-29 23:56:00,0.75
SLOT-011274,BPL-ET,goods_forecast,Container Freight,2026-09-30 00:47:00,2026-09-30 01:24:00,0.7
SLOT-011275,BPL-ET,goods_forecast,BoxN Freight,2026-09-30 02:06:00,2026-09-30 02:31:00,0.84
SLOT-011276,BPL-ET,goods_forecast,Auto Rake,2026-09-30 03:18:00,2026-09-30 03:49:00,0.8
SLOT-011277,BPL-ET,goods_forecast,Container Freight,2026-09-30 04:43:00,2026-09-30 05:14:00,0.73
SLOT-011278,BPL-ET,goods_forecast,Container Freight,2026-09-30 05:46:00,2026-09-30 06:19:00,0.82
SLOT-011279,BPL-ET,goods_forecast,Parcel Cargo,2026-09-29 06:00:00,2026-09-29 06:37:00,0.75
SLOT-011280,BPL-ET,goods_forecast,Parcel Cargo,2026-09-29 08:17:00,2026-09-29 08:52:00,0.76
SLOT-011281,BPL-ET,goods_forecast,Parcel Cargo,2026-09-29 10:19:00,2026-09-29 10:52:00,0.78
SLOT-011282,BPL-ET,goods_forecast,Parcel Cargo,2026-09-29 13:06:00,2026-09-29 13:31:00,0.77
SLOT-011283,BPL-ET,goods_forecast,Goods Freight,2026-09-29 15:34:00,2026-09-29 16:00:00,0.72
SLOT-011284,BPL-ET,goods_forecast,Parcel Cargo,2026-09-29 18:01:00,2026-09-29 18:29:00,0.77
SLOT-011285,BPL-ET,goods_forecast,Goods Freight,2026-09-29 20:25:00,2026-09-29 21:04:00,0.8
SLOT-011286,BPL-ET,passenger_timetable,Express,2026-09-30 06:00:00,2026-09-30 06:24:00,0.98
SLOT-011287,BPL-ET,passenger_timetable,Passenger,2026-09-30 06:49:00,2026-09-30 07:08:00,0.98
SLOT-011288,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 07:39:00,2026-09-30 08:00:00,0.98
SLOT-011289,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 08:23:00,2026-09-30 08:48:00,0.98
SLOT-011290,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 09:08:00,2026-09-30 09:31:00,0.98
SLOT-011291,BPL-ET,passenger_timetable,Express,2026-09-30 09:55:00,2026-09-30 10:12:00,0.98
SLOT-011292,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 10:41:00,2026-09-30 11:03:00,0.98
SLOT-011293,BPL-ET,passenger_timetable,Passenger,2026-09-30 11:31:00,2026-09-30 11:46:00,0.98
SLOT-011294,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 12:12:00,2026-09-30 12:32:00,0.98
SLOT-011295,BPL-ET,passenger_timetable,Superfast,2026-09-30 12:57:00,2026-09-30 13:13:00,0.98
SLOT-011296,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 13:42:00,2026-09-30 14:05:00,0.98
SLOT-011297,BPL-ET,passenger_timetable,Passenger,2026-09-30 14:31:00,2026-09-30 14:47:00,0.98
SLOT-011298,BPL-ET,passenger_timetable,Passenger,2026-09-30 15:13:00,2026-09-30 15:35:00,0.98
SLOT-011299,BPL-ET,passenger_timetable,Express,2026-09-30 15:57:00,2026-09-30 16:22:00,0.98
SLOT-011300,BPL-ET,passenger_timetable,Vande Bharat,2026-09-30 16:46:00,2026-09-30 17:02:00,0.98
SLOT-011301,BPL-ET,passenger_timetable,Superfast,2026-09-30 17:27:00,2026-09-30 17:48:00,0.98
SLOT-011302,BPL-ET,passenger_timetable,Superfast,2026-09-30 18:10:00,2026-09-30 18:35:00,0.98
SLOT-011303,BPL-ET,passenger_timetable,Superfast,2026-09-30 19:00:00,2026-09-30 19:25:00,0.98
SLOT-011304,BPL-ET,passenger_timetable,Superfast,2026-09-30 19:45:00,2026-09-30 20:03:00,0.98
SLOT-011305,BPL-ET,passenger_timetable,Superfast,2026-09-30 20:24:00,2026-09-30 20:48:00,0.98
SLOT-011306,BPL-ET,passenger_timetable,Express,2026-09-30 21:22:00,2026-09-30 21:42:00,0.98
SLOT-011307,BPL-ET,passenger_timetable,Mail/Express,2026-09-30 22:00:00,2026-09-30 22:22:00,0.95
SLOT-011308,BPL-ET,passenger_timetable,Mail/Express,2026-09-30 23:16:00,2026-09-30 23:33:00,0.95
SLOT-011309,BPL-ET,passenger_timetable,Special Express,2026-10-01 00:39:00,2026-10-01 00:58:00,0.95
SLOT-011310,BPL-ET,passenger_timetable,Special Express,2026-10-01 02:08:00,2026-10-01 02:29:00,0.95
SLOT-011311,BPL-ET,passenger_timetable,Special Express,2026-10-01 03:43:00,2026-10-01 03:59:00,0.95
SLOT-011312,BPL-ET,passenger_timetable,Special Express,2026-10-01 05:20:00,2026-10-01 05:36:00,0.95
SLOT-011313,BPL-ET,goods_forecast,Auto Rake,2026-09-30 22:00:00,2026-09-30 22:37:00,0.7
SLOT-011314,BPL-ET,goods_forecast,Coal/Mineral Rake,2026-09-30 23:26:00,2026-10-01 00:04:00,0.79
SLOT-011315,BPL-ET,goods_forecast,Auto Rake,2026-10-01 00:44:00,2026-10-01 01:12:00,0.8
SLOT-011316,BPL-ET,goods_forecast,BoxN Freight,2026-10-01 02:09:00,2026-10-01 02:43:00,0.77
SLOT-011317,BPL-ET,goods_forecast,Auto Rake,2026-10-01 03:35:00,2026-10-01 04:15:00,0.81
SLOT-011318,BPL-ET,goods_forecast,Auto Rake,2026-10-01 04:57:00,2026-10-01 05:33:00,0.81
SLOT-011319,BPL-ET,goods_forecast,Parcel Cargo,2026-09-30 06:00:00,2026-09-30 06:37:00,0.72
SLOT-011320,BPL-ET,goods_forecast,Parcel Cargo,2026-09-30 08:34:00,2026-09-30 09:00:00,0.67
SLOT-011321,BPL-ET,goods_forecast,Goods Freight,2026-09-30 10:58:00,2026-09-30 11:33:00,0.74
SLOT-011322,BPL-ET,goods_forecast,Parcel Cargo,2026-09-30 13:43:00,2026-09-30 14:18:00,0.79
SLOT-011323,BPL-ET,goods_forecast,Parcel Cargo,2026-09-30 16:06:00,2026-09-30 16:46:00,0.66
SLOT-011324,BPL-ET,goods_forecast,Goods Freight,2026-09-30 18:06:00,2026-09-30 18:46:00,0.74
SLOT-011325,BPL-ET,goods_forecast,Goods Freight,2026-09-30 21:00:00,2026-09-30 21:40:00,0.72
SLOT-011326,BPL-ET,passenger_timetable,Superfast,2026-10-01 06:00:00,2026-10-01 06:19:00,0.98
SLOT-011327,BPL-ET,passenger_timetable,Vande Bharat,2026-10-01 06:45:00,2026-10-01 07:00:00,0.98
SLOT-011328,BPL-ET,passenger_timetable,Passenger,2026-10-01 07:22:00,2026-10-01 07:47:00,0.98
SLOT-011329,BPL-ET,passenger_timetable,Superfast,2026-10-01 08:07:00,2026-10-01 08:28:00,0.98
