request_id,asset_id,department,section_id,defect_type,criticality,overdue_days,asset_stress_index,is_monsoon,days_since_last_inspection,failure_count_last_year,is_critical_defect,requested_window_start,requested_window_end,section_traffic_density
REQ-00967,AST-TRD-024,Traction Distribution,CSMT-KYN,traction_fault,Low,23,0.55,0,131,5,False,2026-10-04 13:00:00,2026-10-04 17:00:00,48
REQ-00968,AST-ENG-050,Engineering,MAS-AJJ,track_defect,Low,22,0.501,1,57,2,False,2026-09-20 02:00:00,2026-09-20 07:00:00,44
REQ-00969,AST-TRD-072,Traction Distribution,PUNE-DD,traction_fault,Low,68,0.713,1,97,7,True,2026-09-21 13:00:00,2026-09-21 16:00:00,38
REQ-00970,AST-SNT-032,Signal & Telecom,HWH-BWN,signal_fault,Low,8,0.675,1,26,6,False,2026-09-10 15:00:00,2026-09-10 17:00:00,46
REQ-00971,AST-TRD-179,Traction Distribution,NGP-BSL,traction_fault,Low,62,0.781,1,110,8,False,2026-09-09 23:00:00,2026-09-10 01:00:00,38
REQ-00972,AST-TRD-178,Traction Distribution,NGP-BSL,traction_fault,Low,36,0.417,1,122,3,False,2026-09-23 04:00:00,2026-09-23 07:00:00,38
REQ-00973,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,Low,41,0.357,1,45,4,True,2026-09-30 13:00:00,2026-09-30 17:00:00,40
REQ-00974,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,Medium,62,0.633,1,41,3,False,2026-09-10 04:00:00,2026-09-10 07:00:00,41
REQ-00975,AST-SNT-090,Signal & Telecom,LKO-CNB,signal_fault,Medium,17,0.599,1,52,5,False,2026-09-19 02:00:00,2026-09-19 04:00:00,40
REQ-00976,AST-TRD-011,Traction Distribution,NDLS-GZB,traction_fault,Medium,7,0.631,1,104,6,False,2026-09-28 02:00:00,2026-09-28 06:00:00,48
REQ-00977,AST-TRD-011,Traction Distribution,NDLS-GZB,traction_fault,Low,75,0.642,1,86,6,True,2026-09-10 13:00:00,2026-09-10 15:00:00,48
REQ-00978,AST-ENG-052,Engineering,MAS-AJJ,track_defect,Low,27,0.532,1,45,3,False,2026-09-27 11:00:00,2026-09-27 15:00:00,44
REQ-00979,AST-ENG-051,Engineering,MAS-AJJ,track_defect,Medium,20,0.633,1,51,3,False,2026-09-15 15:00:00,2026-09-15 20:00:00,44
REQ-00980,AST-TRD-058,Traction Distribution,MAS-AJJ,traction_fault,Low,0,0.59,1,86,6,False,2026-09-11 04:00:00,2026-09-11 08:00:00,44
REQ-00981,AST-TRD-120,Traction Distribution,JP-AII,traction_fault,Low,65,0.655,1,149,5,False,2026-09-24 02:00:00,2026-09-24 05:00:00,35
REQ-00982,AST-SNT-104,Signal & Telecom,BPL-ET,signal_fault,Medium,44,0.405,1,40,2,True,2026-09-17 13:00:00,2026-09-17 16:00:00,41
REQ-00983,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Low,35,0.823,1,151,5,False,2026-09-16 11:00:00,2026-09-16 14:00:00,35
REQ-00984,AST-ENG-112,Engineering,JP-AII,track_defect,Low,76,0.718,0,53,7,False,2026-10-05 15:00:00,2026-10-05 20:00:00,35
REQ-00985,AST-SNT-006,Signal & Telecom,NDLS-GZB,signal_fault,Low,12,0.469,1,45,2,True,2026-09-22 00:00:00,2026-09-22 02:00:00,48
REQ-00986,AST-ENG-014,Engineering,CSMT-KYN,track_defect,High,47,0.567,1,44,2,False,2026-09-20 22:00:00,2026-09-21 01:00:00,48
REQ-00987,AST-TRD-178,Traction Distribution,NGP-BSL,traction_fault,High,28,0.414,1,124,3,False,2026-09-25 23:00:00,2026-09-26 03:00:00,38
REQ-00988,AST-SNT-161,Signal & Telecom,BZA-VSKP,signal_fault,Low,73,0.438,1,48,2,False,2026-09-13 02:00:00,2026-09-13 07:00:00,41
REQ-00989,AST-TRD-022,Traction Distribution,CSMT-KYN,traction_fault,Low,49,0.447,0,171,2,False,2026-10-03 23:00:00,2026-10-04 01:00:00,48
REQ-00990,AST-TRD-132,Traction Distribution,ALD-MGS,traction_fault,High,70,0.737,1,160,7,False,2026-09-27 23:00:00,2026-09-28 04:00:00,45
REQ-00991,AST-TRD-047,Traction Distribution,SBC-JTJ,traction_fault,Low,77,0.671,1,105,4,True,2026-09-11 13:00:00,2026-09-11 17:00:00,38
REQ-00992,AST-ENG-133,Engineering,GHY-NJP,track_defect,Low,8,0.734,0,74,6,False,2026-10-06 15:00:00,2026-10-06 19:00:00,34
REQ-00993,AST-SNT-006,Signal & Telecom,NDLS-GZB,signal_fault,Medium,51,0.466,1,32,2,True,2026-09-09 23:00:00,2026-09-10 01:00:00,48
REQ-00994,AST-TRD-094,Traction Distribution,LKO-CNB,traction_fault,Low,47,0.307,0,131,0,False,2026-10-04 04:00:00,2026-10-04 08:00:00,40
REQ-00995,AST-ENG-111,Engineering,JP-AII,track_defect,Low,50,0.475,1,64,4,False,2026-09-25 04:00:00,2026-09-25 06:00:00,35
REQ-00996,AST-ENG-134,Engineering,GHY-NJP,track_defect,High,73,0.498,0,66,2,True,2026-10-02 02:00:00,2026-10-02 06:00:00,34
REQ-00997,AST-SNT-017,Signal & Telecom,CSMT-KYN,signal_fault,Low,3,0.281,0,55,0,False,2026-10-02 13:00:00,2026-10-02 18:00:00,48
REQ-00998,AST-TRD-083,Traction Distribution,ADI-BRC,traction_fault,Low,4,0.407,1,113,1,False,2026-09-14 11:00:00,2026-09-14 14:00:00,42
REQ-00999,AST-SNT-077,Signal & Telecom,ADI-BRC,signal_fault,Medium,59,0.429,1,21,2,False,2026-09-09 15:00:00,2026-09-09 18:00:00,42
REQ-01000,AST-SNT-114,Signal & Telecom,JP-AII,signal_fault,Low,61,0.532,1,33,4,True,2026-09-20 22:00:00,2026-09-21 02:00:00,35
REQ-01001,AST-TRD-048,Traction Distribution,SBC-JTJ,traction_fault,Low,20,0.673,1,85,5,False,2026-09-12 02:00:00,2026-09-12 07:00:00,38
REQ-01002,AST-SNT-115,Signal & Telecom,JP-AII,signal_fault,Medium,43,0.847,1,53,6,False,2026-09-21 15:00:00,2026-09-21 17:00:00,35
REQ-01003,AST-ENG-028,Engineering,HWH-BWN,track_defect,Low,4,0.611,1,49,5,False,2026-09-16 22:00:00,2026-09-17 00:00:00,46
REQ-01004,AST-TRD-132,Traction Distribution,ALD-MGS,traction_fault,Low,21,0.763,0,166,7,False,2026-10-03 22:00:00,2026-10-04 02:00:00,45
REQ-01005,AST-TRD-131,Traction Distribution,ALD-MGS,traction_fault,Low,41,0.533,1,89,4,False,2026-09-08 02:00:00,2026-09-08 05:00:00,45
REQ-01006,AST-SNT-173,Signal & Telecom,NGP-BSL,signal_fault,Low,59,0.765,1,65,6,False,2026-09-25 00:00:00,2026-09-25 03:00:00,38
REQ-01007,AST-ENG-085,Engineering,LKO-CNB,track_defect,Medium,16,0.74,1,43,6,False,2026-09-24 13:00:00,2026-09-24 18:00:00,40
REQ-01008,AST-SNT-089,Signal & Telecom,LKO-CNB,signal_fault,Low,68,0.278,1,35,1,False,2026-09-13 11:00:00,2026-09-13 15:00:00,40
REQ-01009,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,3,0.318,0,47,3,False,2026-10-06 13:00:00,2026-10-06 18:00:00,35
REQ-01010,AST-ENG-171,Engineering,NGP-BSL,track_defect,Low,4,0.635,1,53,3,False,2026-09-18 02:00:00,2026-09-18 04:00:00,38
REQ-01011,AST-TRD-105,Traction Distribution,BPL-ET,traction_fault,Low,77,0.478,1,153,3,True,2026-09-19 04:00:00,2026-09-19 08:00:00,41
REQ-01012,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Medium,18,0.614,1,47,4,False,2026-09-24 00:00:00,2026-09-24 02:00:00,38
REQ-01013,AST-SNT-161,Signal & Telecom,BZA-VSKP,signal_fault,Medium,62,0.468,1,53,2,False,2026-09-18 02:00:00,2026-09-18 06:00:00,41
REQ-01014,AST-TRD-048,Traction Distribution,SBC-JTJ,traction_fault,Low,76,0.733,1,93,5,False,2026-09-20 22:00:00,2026-09-21 02:00:00,38
REQ-01015,AST-SNT-078,Signal & Telecom,ADI-BRC,signal_fault,Low,61,0.456,1,41,2,True,2026-09-19 22:00:00,2026-09-20 01:00:00,42
REQ-01016,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,Low,7,0.427,1,26,4,True,2026-09-11 11:00:00,2026-09-11 16:00:00,40
REQ-01017,AST-ENG-064,Engineering,PUNE-DD,track_defect,Low,76,0.656,0,57,6,True,2026-10-03 22:00:00,2026-10-04 01:00:00,38
REQ-01018,AST-SNT-164,Signal & Telecom,BZA-VSKP,signal_fault,Low,65,0.562,1,59,3,False,2026-09-28 04:00:00,2026-09-28 07:00:00,41
REQ-01019,AST-TRD-130,Traction Distribution,ALD-MGS,traction_fault,Medium,61,0.726,1,139,5,False,2026-09-07 04:00:00,2026-09-07 09:00:00,45
REQ-01020,AST-SNT-029,Signal & Telecom,HWH-BWN,signal_fault,Low,32,0.649,1,44,5,True,2026-09-09 04:00:00,2026-09-09 09:00:00,46
REQ-01021,AST-ENG-170,Engineering,NGP-BSL,track_defect,High,14,0.38,0,65,2,True,2026-10-02 22:00:00,2026-10-03 01:00:00,38
REQ-01022,AST-SNT-080,Signal & Telecom,ADI-BRC,signal_fault,Low,46,0.768,1,64,5,False,2026-09-24 23:00:00,2026-09-25 04:00:00,42
REQ-01023,AST-TRD-036,Traction Distribution,HWH-BWN,traction_fault,High,88,0.652,1,155,5,True,2026-09-20 00:00:00,2026-09-20 05:00:00,46
REQ-01024,AST-ENG-040,Engineering,SBC-JTJ,track_defect,Medium,11,0.46,1,69,1,False,2026-09-29 13:00:00,2026-09-29 18:00:00,38
REQ-01025,AST-TRD-117,Traction Distribution,JP-AII,traction_fault,Medium,37,0.511,1,106,5,False,2026-09-18 00:00:00,2026-09-18 02:00:00,35
REQ-01026,AST-TRD-142,Traction Distribution,GHY-NJP,traction_fault,Low,43,0.387,1,110,3,False,2026-09-18 02:00:00,2026-09-18 07:00:00,34
REQ-01027,AST-TRD-022,Traction Distribution,CSMT-KYN,traction_fault,Low,55,0.453,1,149,2,False,2026-09-11 13:00:00,2026-09-11 18:00:00,48
REQ-01028,AST-SNT-102,Signal & Telecom,BPL-ET,signal_fault,Low,57,0.544,0,55,3,False,2026-10-05 02:00:00,2026-10-05 05:00:00,41
REQ-01029,AST-TRD-144,Traction Distribution,GHY-NJP,traction_fault,Low,41,0.363,1,139,2,False,2026-09-28 02:00:00,2026-09-28 06:00:00,34
REQ-01030,AST-TRD-178,Traction Distribution,NGP-BSL,traction_fault,High,35,0.428,1,116,3,False,2026-09-17 00:00:00,2026-09-17 05:00:00,38
REQ-01031,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Medium,13,0.579,1,45,4,False,2026-09-22 15:00:00,2026-09-22 20:00:00,38
REQ-01032,AST-SNT-152,Signal & Telecom,TVC-QLN,signal_fault,Medium,52,0.496,1,33,3,False,2026-09-16 13:00:00,2026-09-16 16:00:00,35
REQ-01033,AST-SNT-176,Signal & Telecom,NGP-BSL,signal_fault,Medium,30,0.662,1,56,5,False,2026-09-26 13:00:00,2026-09-26 17:00:00,38
REQ-01034,AST-ENG-087,Engineering,LKO-CNB,track_defect,Low,74,0.51,1,34,3,True,2026-09-25 04:00:00,2026-09-25 06:00:00,40
REQ-01035,AST-TRD-059,Traction Distribution,MAS-AJJ,traction_fault,Low,1,0.621,0,110,3,False,2026-10-02 00:00:00,2026-10-02 04:00:00,44
REQ-01036,AST-TRD-033,Traction Distribution,HWH-BWN,traction_fault,Medium,53,0.612,1,122,6,False,2026-09-23 02:00:00,2026-09-23 06:00:00,46
REQ-01037,AST-SNT-116,Signal & Telecom,JP-AII,signal_fault,Low,25,0.4,1,29,3,False,2026-09-15 13:00:00,2026-09-15 17:00:00,35
REQ-01038,AST-SNT-020,Signal & Telecom,CSMT-KYN,signal_fault,Medium,5,0.496,1,35,3,False,2026-09-26 04:00:00,2026-09-26 07:00:00,48
REQ-01039,AST-ENG-064,Engineering,PUNE-DD,track_defect,Medium,13,0.705,0,56,6,False,2026-10-02 04:00:00,2026-10-02 08:00:00,38
REQ-01040,AST-ENG-040,Engineering,SBC-JTJ,track_defect,Low,57,0.401,1,62,1,False,2026-09-22 04:00:00,2026-09-22 06:00:00,38
REQ-01041,AST-SNT-018,Signal & Telecom,CSMT-KYN,signal_fault,High,22,0.437,1,51,1,False,2026-09-11 04:00:00,2026-09-11 09:00:00,48
REQ-01042,AST-SNT-079,Signal & Telecom,ADI-BRC,signal_fault,Medium,54,0.367,0,52,2,False,2026-10-01 22:00:00,2026-10-02 01:00:00,42
REQ-01043,AST-SNT-139,Signal & Telecom,GHY-NJP,signal_fault,Medium,25,0.593,1,38,4,True,2026-09-27 04:00:00,2026-09-27 07:00:00,34
REQ-01044,AST-ENG-158,Engineering,BZA-VSKP,track_defect,Low,30,0.414,1,26,2,False,2026-09-18 00:00:00,2026-09-18 04:00:00,41
REQ-01045,AST-SNT-020,Signal & Telecom,CSMT-KYN,signal_fault,Low,51,0.47,1,17,3,False,2026-09-08 04:00:00,2026-09-08 09:00:00,48
REQ-01046,AST-TRD-060,Traction Distribution,MAS-AJJ,traction_fault,Medium,65,0.619,1,89,3,False,2026-09-22 11:00:00,2026-09-22 16:00:00,44
REQ-01047,AST-SNT-077,Signal & Telecom,ADI-BRC,signal_fault,Low,7,0.401,1,34,2,True,2026-09-22 13:00:00,2026-09-22 16:00:00,42
REQ-01048,AST-TRD-084,Traction Distribution,ADI-BRC,traction_fault,Low,72,0.897,1,143,6,True,2026-09-07 13:00:00,2026-09-07 18:00:00,42
REQ-01049,AST-SNT-065,Signal & Telecom,PUNE-DD,signal_fault,Low,67,0.651,1,60,3,True,2026-09-23 00:00:00,2026-09-23 02:00:00,38
REQ-01050,AST-TRD-129,Traction Distribution,ALD-MGS,traction_fault,Low,57,0.607,1,97,5,False,2026-09-18 22:00:00,2026-09-19 02:00:00,45
REQ-01051,AST-TRD-058,Traction Distribution,MAS-AJJ,traction_fault,Low,14,0.644,0,107,6,False,2026-10-02 02:00:00,2026-10-02 06:00:00,44
REQ-01052,AST-SNT-078,Signal & Telecom,ADI-BRC,signal_fault,High,27,0.442,1,43,2,False,2026-09-21 11:00:00,2026-09-21 14:00:00,42
REQ-01053,AST-SNT-128,Signal & Telecom,ALD-MGS,signal_fault,Low,44,0.371,1,44,1,True,2026-09-29 04:00:00,2026-09-29 08:00:00,45
REQ-01054,AST-SNT-128,Signal & Telecom,ALD-MGS,signal_fault,Medium,60,0.357,1,22,1,False,2026-09-07 02:00:00,2026-09-07 04:00:00,45
REQ-01055,AST-ENG-098,Engineering,BPL-ET,track_defect,Low,34,0.41,1,31,3,False,2026-09-10 23:00:00,2026-09-11 03:00:00,41
REQ-01056,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Low,13,0.817,1,42,5,False,2026-09-15 11:00:00,2026-09-15 13:00:00,44
REQ-01057,AST-SNT-018,Signal & Telecom,CSMT-KYN,signal_fault,Low,47,0.433,1,48,1,False,2026-09-08 11:00:00,2026-09-08 13:00:00,48
REQ-01058,AST-ENG-016,Engineering,CSMT-KYN,track_defect,Medium,20,0.881,1,38,5,False,2026-09-09 04:00:00,2026-09-09 09:00:00,48
REQ-01059,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Low,10,0.614,1,50,4,False,2026-09-27 04:00:00,2026-09-27 06:00:00,38
REQ-01060,AST-ENG-049,Engineering,MAS-AJJ,track_defect,Low,41,0.304,1,43,0,False,2026-09-16 23:00:00,2026-09-17 01:00:00,44
REQ-01061,AST-SNT-176,Signal & Telecom,NGP-BSL,signal_fault,Low,43,0.682,1,45,5,False,2026-09-15 22:00:00,2026-09-16 02:00:00,38
REQ-01062,AST-SNT-150,Signal & Telecom,TVC-QLN,signal_fault,Low,40,0.676,1,40,7,False,2026-09-09 13:00:00,2026-09-09 15:00:00,35
REQ-01063,AST-SNT-066,Signal & Telecom,PUNE-DD,signal_fault,Medium,12,0.326,1,17,4,False,2026-09-08 13:00:00,2026-09-08 17:00:00,38
REQ-01064,AST-SNT-017,Signal & Telecom,CSMT-KYN,signal_fault,Low,61,0.259,1,45,0,False,2026-09-22 11:00:00,2026-09-22 16:00:00,48
REQ-01065,AST-TRD-096,Traction Distribution,LKO-CNB,traction_fault,Medium,10,0.39,1,96,2,False,2026-09-10 04:00:00,2026-09-10 09:00:00,40
REQ-01066,AST-TRD-130,Traction Distribution,ALD-MGS,traction_fault,Medium,70,0.67,1,142,5,False,2026-09-10 23:00:00,2026-09-11 03:00:00,45
REQ-01067,AST-SNT-017,Signal & Telecom,CSMT-KYN,signal_fault,Low,9,0.243,1,32,0,False,2026-09-09 13:00:00,2026-09-09 18:00:00,48
REQ-01068,AST-TRD-096,Traction Distribution,LKO-CNB,traction_fault,Low,39,0.434,1,97,2,False,2026-09-11 00:00:00,2026-09-11 02:00:00,40
REQ-01069,AST-ENG-050,Engineering,MAS-AJJ,track_defect,Low,32,0.47,1,48,2,False,2026-09-11 15:00:00,2026-09-11 20:00:00,44
REQ-01070,AST-SNT-101,Signal & Telecom,BPL-ET,signal_fault,Medium,40,0.49,1,57,3,True,2026-09-29 23:00:00,2026-09-30 04:00:00,41
REQ-01071,AST-SNT-163,Signal & Telecom,BZA-VSKP,signal_fault,High,36,0.274,1,37,3,True,2026-09-30 02:00:00,2026-09-30 05:00:00,41
REQ-01072,AST-TRD-141,Traction Distribution,GHY-NJP,traction_fault,Low,65,0.547,0,141,5,False,2026-10-03 23:00:00,2026-10-04 01:00:00,34
REQ-01073,AST-ENG-172,Engineering,NGP-BSL,track_defect,Low,68,0.889,1,57,7,False,2026-09-18 15:00:00,2026-09-18 19:00:00,38
REQ-01074,AST-ENG-121,Engineering,ALD-MGS,track_defect,Low,64,0.606,1,65,4,False,2026-09-27 02:00:00,2026-09-27 06:00:00,45
REQ-01075,AST-ENG-062,Engineering,PUNE-DD,track_defect,Medium,80,0.341,1,40,0,True,2026-09-09 23:00:00,2026-09-10 03:00:00,38
REQ-01076,AST-ENG-028,Engineering,HWH-BWN,track_defect,Low,17,0.617,1,57,5,False,2026-09-24 00:00:00,2026-09-24 05:00:00,46
REQ-01077,AST-TRD-060,Traction Distribution,MAS-AJJ,traction_fault,Low,74,0.614,1,96,3,True,2026-09-29 22:00:00,2026-09-30 00:00:00,44
REQ-01078,AST-TRD-071,Traction Distribution,PUNE-DD,traction_fault,Low,11,0.759,1,119,8,False,2026-09-22 02:00:00,2026-09-22 07:00:00,38
REQ-01079,AST-SNT-029,Signal & Telecom,HWH-BWN,signal_fault,Medium,14,0.635,1,43,5,False,2026-09-08 11:00:00,2026-09-08 13:00:00,46
REQ-01080,AST-SNT-114,Signal & Telecom,JP-AII,signal_fault,Medium,42,0.484,1,27,4,True,2026-09-14 23:00:00,2026-09-15 04:00:00,35
REQ-01081,AST-SNT-103,Signal & Telecom,BPL-ET,signal_fault,Low,36,0.516,1,58,3,False,2026-09-27 13:00:00,2026-09-27 18:00:00,41
REQ-01082,AST-TRD-166,Traction Distribution,BZA-VSKP,traction_fault,Low,48,0.596,0,136,6,False,2026-10-02 23:00:00,2026-10-03 01:00:00,41
REQ-01083,AST-TRD-012,Traction Distribution,NDLS-GZB,traction_fault,Low,67,0.878,1,162,6,True,2026-09-17 00:00:00,2026-09-17 05:00:00,48
REQ-01084,AST-SNT-152,Signal & Telecom,TVC-QLN,signal_fault,Low,20,0.566,1,44,3,True,2026-09-27 23:00:00,2026-09-28 02:00:00,35
REQ-01085,AST-ENG-039,Engineering,SBC-JTJ,track_defect,Low,42,0.232,0,47,0,False,2026-10-06 02:00:00,2026-10-06 04:00:00,38
REQ-01086,AST-SNT-092,Signal & Telecom,LKO-CNB,signal_fault,Low,11,0.618,1,42,5,True,2026-09-27 00:00:00,2026-09-27 05:00:00,40
REQ-01087,AST-TRD-120,Traction Distribution,JP-AII,traction_fault,Medium,51,0.602,1,133,5,False,2026-09-08 11:00:00,2026-09-08 14:00:00,35
REQ-01088,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Medium,60,0.171,1,15,0,False,2026-09-08 13:00:00,2026-09-08 15:00:00,45
REQ-01089,AST-TRD-035,Traction Distribution,HWH-BWN,traction_fault,Low,73,0.752,0,176,4,True,2026-10-03 02:00:00,2026-10-03 04:00:00,46
REQ-01090,AST-SNT-115,Signal & Telecom,JP-AII,signal_fault,Low,10,0.845,0,64,6,True,2026-10-02 11:00:00,2026-10-02 13:00:00,35
REQ-01091,AST-TRD-084,Traction Distribution,ADI-BRC,traction_fault,Low,27,0.871,1,153,6,False,2026-09-17 22:00:00,2026-09-18 02:00:00,42
REQ-01092,AST-TRD-132,Traction Distribution,ALD-MGS,traction_fault,Medium,14,0.798,1,158,7,False,2026-09-25 04:00:00,2026-09-25 08:00:00,45
REQ-01093,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,60,0.28,1,24,3,False,2026-09-13 00:00:00,2026-09-13 03:00:00,35
REQ-01094,AST-SNT-020,Signal & Telecom,CSMT-KYN,signal_fault,Low,20,0.447,1,24,3,False,2026-09-15 04:00:00,2026-09-15 09:00:00,48
REQ-01095,AST-ENG-064,Engineering,PUNE-DD,track_defect,High,71,0.651,1,48,6,False,2026-09-24 04:00:00,2026-09-24 09:00:00,38
REQ-01096,AST-ENG-110,Engineering,JP-AII,track_defect,Medium,11,0.299,1,30,0,False,2026-09-08 04:00:00,2026-09-08 06:00:00,35
REQ-01097,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Low,79,0.127,1,33,0,False,2026-09-26 22:00:00,2026-09-27 01:00:00,45
REQ-01098,AST-TRD-096,Traction Distribution,LKO-CNB,traction_fault,Low,76,0.386,1,95,2,True,2026-09-09 00:00:00,2026-09-09 02:00:00,40
REQ-01099,AST-ENG-014,Engineering,CSMT-KYN,track_defect,Low,46,0.566,1,53,2,False,2026-09-29 13:00:00,2026-09-29 18:00:00,48
REQ-01100,AST-SNT-151,Signal & Telecom,TVC-QLN,signal_fault,Low,47,0.267,0,42,3,False,2026-10-01 23:00:00,2026-10-02 02:00:00,35
REQ-01101,AST-TRD-129,Traction Distribution,ALD-MGS,traction_fault,Medium,47,0.598,1,94,5,False,2026-09-15 23:00:00,2026-09-16 04:00:00,45
REQ-01102,AST-ENG-028,Engineering,HWH-BWN,track_defect,Low,58,0.623,1,59,5,False,2026-09-26 00:00:00,2026-09-26 03:00:00,46
REQ-01103,AST-SNT-116,Signal & Telecom,JP-AII,signal_fault,Medium,15,0.441,1,23,3,False,2026-09-09 13:00:00,2026-09-09 17:00:00,35
REQ-01104,AST-TRD-108,Traction Distribution,BPL-ET,traction_fault,Medium,57,0.694,1,120,5,False,2026-09-14 11:00:00,2026-09-14 13:00:00,41
REQ-01105,AST-TRD-023,Traction Distribution,CSMT-KYN,traction_fault,Medium,24,0.769,1,142,6,False,2026-09-26 15:00:00,2026-09-26 18:00:00,48
REQ-01106,AST-SNT-125,Signal & Telecom,ALD-MGS,signal_fault,Low,2,0.13,1,35,0,False,2026-09-28 11:00:00,2026-09-28 15:00:00,45
REQ-01107,AST-TRD-024,Traction Distribution,CSMT-KYN,traction_fault,Low,78,0.529,0,129,5,True,2026-10-02 04:00:00,2026-10-02 09:00:00,48
REQ-01108,AST-SNT-031,Signal & Telecom,HWH-BWN,signal_fault,Medium,16,0.774,1,51,5,False,2026-09-28 00:00:00,2026-09-28 02:00:00,46
REQ-01109,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Medium,24,0.848,1,40,5,True,2026-09-13 22:00:00,2026-09-14 02:00:00,44
REQ-01110,AST-TRD-156,Traction Distribution,TVC-QLN,traction_fault,Low,53,0.826,0,170,5,False,2026-10-05 23:00:00,2026-10-06 01:00:00,35
REQ-01111,AST-ENG-004,Engineering,NDLS-GZB,track_defect,Low,77,0.699,0,74,5,True,2026-10-06 04:00:00,2026-10-06 07:00:00,48
REQ-01112,AST-TRD-096,Traction Distribution,LKO-CNB,traction_fault,Low,32,0.458,1,109,2,False,2026-09-23 02:00:00,2026-09-23 04:00:00,40
REQ-01113,AST-SNT-139,Signal & Telecom,GHY-NJP,signal_fault,Medium,45,0.555,1,32,4,False,2026-09-21 15:00:00,2026-09-21 20:00:00,34
REQ-01114,AST-SNT-128,Signal & Telecom,ALD-MGS,signal_fault,Low,75,0.394,0,50,1,False,2026-10-05 15:00:00,2026-10-05 18:00:00,45
REQ-01115,AST-TRD-069,Traction Distribution,PUNE-DD,traction_fault,Medium,20,0.423,1,90,2,False,2026-09-14 02:00:00,2026-09-14 05:00:00,38
REQ-01116,AST-TRD-168,Traction Distribution,BZA-VSKP,traction_fault,Medium,25,0.739,1,126,4,False,2026-09-13 22:00:00,2026-09-14 01:00:00,41
REQ-01117,AST-SNT-114,Signal & Telecom,JP-AII,signal_fault,Medium,27,0.492,1,35,4,False,2026-09-22 00:00:00,2026-09-22 05:00:00,35
REQ-01118,AST-SNT-176,Signal & Telecom,NGP-BSL,signal_fault,Low,39,0.695,1,56,5,True,2026-09-26 23:00:00,2026-09-27 02:00:00,38
REQ-01119,AST-ENG-025,Engineering,HWH-BWN,track_defect,Low,78,0.972,1,54,9,True,2026-09-21 11:00:00,2026-09-21 15:00:00,46
REQ-01120,AST-SNT-041,Signal & Telecom,SBC-JTJ,signal_fault,Medium,45,0.439,1,33,3,True,2026-09-17 04:00:00,2026-09-17 06:00:00,38
REQ-01121,AST-SNT-008,Signal & Telecom,NDLS-GZB,signal_fault,Low,53,0.462,1,42,1,True,2026-09-15 04:00:00,2026-09-15 06:00:00,48
REQ-01122,AST-SNT-090,Signal & Telecom,LKO-CNB,signal_fault,Low,15,0.59,1,53,5,True,2026-09-20 04:00:00,2026-09-20 08:00:00,40
REQ-01123,AST-SNT-055,Signal & Telecom,MAS-AJJ,signal_fault,Medium,75,0.873,1,53,5,False,2026-09-26 04:00:00,2026-09-26 07:00:00,44
REQ-01124,AST-TRD-108,Traction Distribution,BPL-ET,traction_fault,Medium,64,0.636,0,140,5,True,2026-10-04 11:00:00,2026-10-04 13:00:00,41
REQ-01125,AST-SNT-102,Signal & Telecom,BPL-ET,signal_fault,Medium,39,0.581,1,42,3,False,2026-09-22 11:00:00,2026-09-22 16:00:00,41
REQ-01126,AST-SNT-054,Signal & Telecom,MAS-AJJ,signal_fault,Low,37,0.428,1,16,2,False,2026-09-07 22:00:00,2026-09-08 01:00:00,44
REQ-01127,AST-SNT-080,Signal & Telecom,ADI-BRC,signal_fault,Medium,2,0.823,1,65,5,True,2026-09-25 11:00:00,2026-09-25 14:00:00,42
REQ-01128,AST-SNT-174,Signal & Telecom,NGP-BSL,signal_fault,Medium,39,0.548,1,30,4,True,2026-09-07 22:00:00,2026-09-08 00:00:00,38
REQ-01129,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,Low,72,0.396,1,45,4,False,2026-09-30 00:00:00,2026-09-30 05:00:00,40
REQ-01130,AST-SNT-091,Signal & Telecom,LKO-CNB,signal_fault,High,44,0.393,0,47,4,False,2026-10-02 02:00:00,2026-10-02 07:00:00,40
REQ-01131,AST-SNT-018,Signal & Telecom,CSMT-KYN,signal_fault,Low,3,0.457,1,64,1,True,2026-09-24 00:00:00,2026-09-24 05:00:00,48
REQ-01132,AST-TRD-033,Traction Distribution,HWH-BWN,traction_fault,Low,69,0.652,1,117,6,True,2026-09-18 13:00:00,2026-09-18 16:00:00,46
REQ-01133,AST-ENG-014,Engineering,CSMT-KYN,track_defect,Low,24,0.513,1,31,2,False,2026-09-07 23:00:00,2026-09-08 03:00:00,48
